port	year	month	month_index	quarter	tons_port_m	tons_source	tons_portrow_m	tons_entrant_sum_m
Haifa	2023	8	24284	Q3	1090791.9	port_row	1090791.9	664269.049
Haifa	2023	9	24285	Q3	934315.9	port_row	934315.9	770633.742
Haifa	2023	10	24286	Q4	1164266.4	port_row	1164266.4	563273.7
Haifa	2023	11	24287	Q4	835100.9	port_row	835100.9	466260.267
Haifa	2023	12	24288	Q4	707471.4	port_row	707471.4	393756.53599999996
Haifa	2024	1	24289	Q1	737276.8999999999	port_row	737276.8999999999	426689.837
Haifa	2024	2	24290	Q1	850760.9	port_row	850760.9	497526.081
Haifa	2024	3	24291	Q1	772148.2999999999	port_row	772148.2999999999	606017.034
Haifa	2024	4	24292	Q2	755350.9	port_row	755350.9	361245.19
Haifa	2024	5	24293	Q2	756037.2999999999	port_row	756037.2999999999	563072.027
Haifa	2024	6	24294	Q2	725921.5	port_row	725921.5	347620.456
Haifa	2024	7	24295	Q3	806388.5	port_row	806388.5	352176.361
Haifa	2024	8	24296	Q3	874817.0	port_row	874817.0	408474.84500000003
Haifa	2024	9	24297	Q3	904670.1000000001	port_row	904670.1000000001	397717.295
Haifa	2024	10	24298	Q4	908064.5	port_row	908064.5	441459.022
Haifa	2024	11	24299	Q4	965822.5	port_row	965822.5	418159.261
Haifa	2024	12	24300	Q4	851457.7000000001	port_row	851457.7000000001	429429.71499999997
Haifa	2025	1	24301	Q1	990758.5	port_row	990758.5	491298.54699999996
Haifa	2025	2	24302	Q1	937137.5	port_row	937137.5	537610.0719999999
Haifa	2025	3	24303	Q1	1068912.8	port_row	1068912.8	474635.74799999996
Haifa	2025	4	24304	Q2	990340.1	port_row	990340.1	463038.444
Haifa	2025	5	24305	Q2	1057106.8	port_row	1057106.8	491606.543
Haifa	2025	6	24306	Q2	796281.3999999999	port_row	796281.3999999999	397801.964
Haifa	2025	7	24307	Q3	914763.2999999999	port_row	914763.2999999999	439677.45
Haifa	2025	8	24308	Q3	735513.5	port_row	735513.5	518395.27599999995
