port	terminal	year	month	month_index	quarter	L_hours_i_m	TEU_i_m	share_i_p_q	Pi_teu_per_hour_i_y
Haifa	Haifa-Legacy	2019	3	24231	Q1	2148.707040602077	125746.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	4	24232	Q2	2098.7219331547817	127316.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	5	24233	Q2	2098.7219331547817	118131.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	6	24234	Q2	2098.7219331547817	112027.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	7	24235	Q3	1938.2624355949836	116265.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	8	24236	Q3	1938.2624355949836	104006.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	9	24237	Q3	1938.2624355949836	102448.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	10	24238	Q4	2023.56454302911	115624.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	11	24239	Q4	2023.56454302911	112713.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2019	12	24240	Q4	2023.56454302911	115423.0	0.3333333333333333	56.0
Haifa	Haifa-Legacy	2020	1	24241	Q1	2623.634884949111	124007.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	2	24242	Q1	2623.634884949111	120547.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	3	24243	Q1	2623.634884949111	129194.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	4	24244	Q2	2304.6957395468435	132637.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	5	24245	Q2	2304.6957395468435	120993.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	6	24246	Q2	2304.6957395468435	112028.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	7	24247	Q3	2226.396076742002	124557.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	8	24248	Q3	2226.396076742002	113777.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	9	24249	Q3	2226.396076742002	113342.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	10	24250	Q4	2232.6707346594794	132974.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	11	24251	Q4	2232.6707346594794	125407.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2020	12	24252	Q4	2232.6707346594794	114971.0	0.3333333333333333	52.0
Haifa	Haifa-Legacy	2021	1	24253	Q1	2711.6076441931177	127132.0	0.3333333333333333	47.0
Haifa	Haifa-Legacy	2021	2	24254	Q1	2711.6076441931177	122928.0	0.3333333333333333	47.0
Haifa	Haifa-Legacy	2021	3	24255	Q1	2711.6076441931177	126274.0	0.3333333333333333	47.0
Haifa	Haifa-Legacy	2021	4	24256	Q2	2752.095288583881	121885.0	0.3333333333333333	47.0
Haifa	Haifa-Legacy	2021	5	24257	Q2	2752.095288583881	134011.0	0.3333333333333333	47.0
Haifa	Haifa-Legacy	2021	6	24258	Q2	2752.095288583881	130127.0	0.3333333333333333	47.0
Haifa	Haifa-Legacy	2021	7	24259	Q3	2457.600131946479	118232.19027838326	0.3266683871353822	47.0
Haifa	Haifa-Legacy	2021	8	24260	Q3	2457.600131946479	120139.31097906348	0.3266683871353822	47.0
Haifa	Haifa-Legacy	2021	9	24261	Q3	2457.600131946479	111000.47394083424	0.3266683871353822	47.0
Haifa	Haifa-Legacy	2021	10	24262	Q4	2455.908726386075	122687.89031662705	0.3104911264399495	47.0
Haifa	Haifa-Legacy	2021	11	24263	Q4	2455.908726386075	112100.544438843	0.3104911264399495	47.0
Haifa	Haifa-Legacy	2021	12	24264	Q4	2455.908726386075	116669.452592696	0.3104911264399495	47.0
Haifa	Haifa-Legacy	2022	1	24265	Q1	2905.9139814556	116089.67886553338	0.2910728907702783	47.0
Haifa	Haifa-Legacy	2022	2	24266	Q1	2905.9139814556	115046.05549063777	0.2910728907702783	47.0
Haifa	Haifa-Legacy	2022	3	24267	Q1	2905.9139814556	123360.26564382884	0.2910728907702783	47.0
Haifa	Haifa-Legacy	2022	4	24268	Q2	2249.9624894290314	119892.3818473031	0.2520624101879181	47.0
Haifa	Haifa-Legacy	2022	5	24269	Q2	2249.9624894290314	99232.52370659646	0.2520624101879181	47.0
Haifa	Haifa-Legacy	2022	6	24270	Q2	2249.9624894290314	99068.09444610044	0.2520624101879181	47.0
Haifa	Haifa-Legacy	2022	7	24271	Q3	1558.5407218774333	89544.25948873695	0.2197865794542032	47.0
Haifa	Haifa-Legacy	2022	8	24272	Q3	1558.5407218774333	91346.32144423808	0.2197865794542032	47.0
Haifa	Haifa-Legacy	2022	9	24273	Q3	1558.5407218774333	59126.41906702495	0.2197865794542032	47.0
Haifa	Haifa-Legacy	2022	10	24274	Q4	878.4906086563747	93964.8433688512	0.1594684720920831	47.0
Haifa	Haifa-Legacy	2022	11	24275	Q4	878.4906086563747	32611.050525137787	0.1594684720920831	47.0
Haifa	Haifa-Legacy	2022	12	24276	Q4	878.4906086563747	31318.106106011008	0.1594684720920831	47.0
Haifa	Haifa-Legacy	2023	1	24277	Q1	1024.9281437395905	80386.66154083227	0.1446560436610289	49.0
Haifa	Haifa-Legacy	2023	2	24278	Q1	1024.9281437395905	87257.05337414455	0.1446560436610289	49.0
Haifa	Haifa-Legacy	2023	3	24279	Q1	1024.9281437395905	2626.2850850231766	0.1446560436610289	49.0
Haifa	Haifa-Legacy	2023	4	24280	Q2	1312.1771861966583	22417.2894931178	0.1509039762665978	49.0
Haifa	Haifa-Legacy	2023	5	24281	Q2	1312.1771861966583	93472.0454981467	0.1509039762665978	49.0
Haifa	Haifa-Legacy	2023	6	24282	Q2	1312.1771861966583	75660.6650087355	0.1509039762665978	49.0
Haifa	Haifa-Legacy	2023	7	24283	Q3	1255.8659441509797	54542.45170979907	0.1508727111390699	49.0
Haifa	Haifa-Legacy	2023	8	24284	Q3	1255.8659441509797	88494.10333393778	0.1508727111390699	49.0
Haifa	Haifa-Legacy	2023	9	24285	Q3	1255.8659441509797	33960.44495626317	0.1508727111390699	49.0
Haifa	Haifa-Legacy	2023	10	24286	Q4	1387.2464129876014	90496.69062991953	0.1904042747496002	49.0
Haifa	Haifa-Legacy	2023	11	24287	Q4	1387.2464129876014	55539.53759562252	0.1904042747496002	49.0
Haifa	Haifa-Legacy	2023	12	24288	Q4	1387.2464129876014	47238.77177445796	0.1904042747496002	49.0
Haifa	Haifa-Legacy	2024	1	24289	Q1	1187.7713472178557	61699.17056329907	0.1692276939412671	41.0
Haifa	Haifa-Legacy	2024	2	24290	Q1	1187.7713472178557	70171.29154016657	0.1692276939412671	41.0
Haifa	Haifa-Legacy	2024	3	24291	Q1	1187.7713472178557	33002.53789653436	0.1692276939412671	41.0
Haifa	Haifa-Legacy	2024	4	24292	Q2	1168.7025804021491	60390.46899882879	0.1756558983502276	41.0
Haifa	Haifa-Legacy	2024	5	24293	Q2	1168.7025804021491	29568.87718515174	0.1756558983502276	41.0
Haifa	Haifa-Legacy	2024	6	24294	Q2	1168.7025804021491	57968.65381601947	0.1756558983502276	41.0
Haifa	Haifa-Legacy	2024	7	24295	Q3	1465.6506746457103	54953.827257072015	0.1905933239366443	41.0
Haifa	Haifa-Legacy	2024	8	24296	Q3	1465.6506746457103	56421.40319054902	0.1905933239366443	41.0
Haifa	Haifa-Legacy	2024	9	24297	Q3	1465.6506746457103	61334.76955237895	0.1905933239366443	41.0
Haifa	Haifa-Legacy	2024	10	24298	Q4	1444.2981619619268	52712.60328689524	0.1782051535499572	41.0
Haifa	Haifa-Legacy	2024	11	24299	Q4	1444.2981619619268	61869.73023969319	0.1782051535499572	41.0
Haifa	Haifa-Legacy	2024	12	24300	Q4	1444.2981619619268	47676.66647341158	0.1782051535499572	41.0
